ranking,score,title,url,studio,themes,genres,demographics,emission_type,number_episodes,members,first_emission,last_emission,year,month
106,8.54,Nana,https://myanimelist.net/anime/877/Nana,madhouse,"['adult_cast', 'love_polygon', 'music']","['drama', 'romance']",shoujo,tv,47.0,613201.0,2006-04-01,2007-03-01,2006.0,4.0
107,8.54,Perfect Blue,https://myanimelist.net/anime/437/Perfect_Blue,madhouse,"['adult_cast', 'psychological', 'showbiz']","['avant_garde', 'drama', 'horror']",not_available,movie,1.0,644628.0,1998-02-01,1998-02-01,1998.0,2.0
108,8.54,Shoujo☆Kageki Revue Starlight Movie,https://myanimelist.net/anime/40664/Shoujo☆Kageki_Revue_Starlight_Movie,kinema_citrus,"['music', 'performing_arts', 'school']",['not_available'],not_available,movie,1.0,15551.0,2021-06-01,2021-06-01,2021.0,6.0
109,8.54,Slam Dunk,https://myanimelist.net/anime/170/Slam_Dunk,toei_animation,"['school', 'team_sports']",['sports'],shounen,tv,101.0,280487.0,1993-10-01,1996-03-01,1993.0,10.0
110,8.53,Shingeki no Kyojin,https://myanimelist.net/anime/16498/Shingeki_no_Kyojin,wit_studio,"['gore', 'military', 'survival']","['action', 'award_winning', 'drama', 'suspense']",shounen,tv,25.0,3715906.0,2013-04-01,2013-09-01,2013.0,4.0
111,8.53,Sora yori mo Tooi Basho,https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho,madhouse,['cgdct'],"['adventure', 'comedy', 'drama']",not_available,tv,13.0,474882.0,2018-01-01,2018-03-01,2018.0,1.0
112,8.53,Steins;Gate 0,https://myanimelist.net/anime/30484/Steins_Gate_0,white_fox,['time_travel'],"['drama', 'sci_fi', 'suspense']",not_available,tv,23.0,823631.0,2018-04-01,2018-09-01,2018.0,4.0
113,8.53,Bakuman. 3rd Season,https://myanimelist.net/anime/12365/Bakuman_3rd_Season,j_c_staff,['otaku_culture'],"['comedy', 'drama', 'romance']",shounen,tv,25.0,319749.0,2012-10-01,2013-03-01,2012.0,10.0
114,8.53,Kara no Kyoukai Movie 5: Mujun Rasen,https://myanimelist.net/anime/4282/Kara_no_Kyoukai_Movie_5__Mujun_Rasen,ufotable,['not_available'],"['action', 'drama', 'mystery', 'romance', 'supernatural', 'suspense']",not_available,movie,1.0,229650.0,2008-08-01,2008-08-01,2008.0,8.0
115,8.53,Yuru Camp△ Season 2,https://myanimelist.net/anime/38474/Yuru_Camp△_Season_2,c_station,"['cgdct', 'iyashikei']",['slice_of_life'],not_available,tv,13.0,203943.0,2021-01-01,2021-04-01,2021.0,1.0
116,8.52,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,https://myanimelist.net/anime/801/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG,production_i_g,"['adult_cast', 'detective', 'mecha', 'military']","['action', 'mystery', 'sci_fi']",seinen,tv,26.0,219810.0,2004-01-01,2005-01-01,2004.0,1.0
117,8.52,Summertime Render,https://myanimelist.net/anime/47194/Summertime_Render,olm,['time_travel'],"['mystery', 'supernatural', 'suspense']",shounen,tv,25.0,422955.0,2022-04-01,2022-09-01,2022.0,4.0
118,8.52,Gintama Movie 1: Shinyaku Benizakura-hen,https://myanimelist.net/anime/7472/Gintama_Movie_1__Shinyaku_Benizakura-hen,sunrise,"['historical', 'parody', 'samurai']","['action', 'comedy', 'sci_fi']",shounen,movie,1.0,156094.0,2010-04-01,2010-04-01,2010.0,4.0
119,8.52,Gintama.: Porori-hen,https://myanimelist.net/anime/35843/Gintama__Porori-hen,bandai_namco_pictures,"['gag_humor', 'historical', 'parody', 'samurai']","['action', 'comedy', 'sci_fi']",shounen,tv,13.0,189642.0,2017-10-01,2017-12-01,2017.0,10.0
120,8.51,Hotaru no Haka,https://myanimelist.net/anime/578/Hotaru_no_Haka,studio_ghibli,['historical'],['drama'],not_available,movie,1.0,631762.0,1988-04-01,1988-04-01,1988.0,4.0
121,8.51,Yakusoku no Neverland,https://myanimelist.net/anime/37779/Yakusoku_no_Neverland,cloverworks,"['psychological', 'survival']","['fantasy', 'mystery', 'sci_fi', 'suspense']",shounen,tv,12.0,1850132.0,2019-01-01,2019-03-01,2019.0,1.0
122,8.51,Kimetsu no Yaiba,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,ufotable,['historical'],"['action', 'award_winning', 'fantasy']",shounen,tv,26.0,2772253.0,2019-04-01,2019-09-01,2019.0,4.0
123,8.51,Samurai Champloo,https://myanimelist.net/anime/205/Samurai_Champloo,manglobe,"['historical', 'samurai']","['action', 'adventure', 'comedy']",not_available,tv,26.0,1179009.0,2004-05-01,2005-03-01,2004.0,5.0
124,8.5,One Punch Man,https://myanimelist.net/anime/30276/One_Punch_Man,madhouse,"['adult_cast', 'parody', 'super_power']","['action', 'comedy']",seinen,tv,12.0,3035122.0,2015-10-01,2015-12-01,2015.0,10.0
125,8.5,Road of Naruto,https://myanimelist.net/anime/53236/Road_of_Naruto,pierrot,['martial_arts'],"['action', 'fantasy']",shounen,ona,1.0,24991.0,2022-10-01,2022-10-01,2022.0,10.0
126,8.5,Shingeki no Kyojin Season 2,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2,wit_studio,"['gore', 'military', 'survival']","['action', 'drama', 'suspense']",shounen,tv,12.0,2544857.0,2017-04-01,2017-06-01,2017.0,4.0
127,8.5,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,https://myanimelist.net/anime/33049/Fate_stay_night_Movie__Heavens_Feel_-_II_Lost_Butterfly,ufotable,['not_available'],"['action', 'fantasy', 'supernatural']",not_available,movie,1.0,360539.0,2019-01-01,2019-01-01,2019.0,1.0
128,8.5,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai,david_production,['not_available'],"['action', 'adventure', 'supernatural']",shounen,tv,39.0,1045308.0,2016-04-01,2016-12-01,2016.0,4.0
129,8.5,Uchuu Kyoudai,https://myanimelist.net/anime/12431/Uchuu_Kyoudai,a_1_pictures,"['adult_cast', 'space', 'workplace']","['comedy', 'sci_fi']",seinen,tv,99.0,185949.0,2012-04-01,2014-03-01,2012.0,4.0
130,8.49,The First Slam Dunk,https://myanimelist.net/anime/45649/The_First_Slam_Dunk,toei_animation,"['school', 'team_sports']","['award_winning', 'sports']",shounen,movie,1.0,17383.0,2022-12-01,2022-12-01,2022.0,12.0
131,8.49,Mob Psycho 100,https://myanimelist.net/anime/32182/Mob_Psycho_100,bones,['super_power'],"['action', 'comedy', 'supernatural']",not_available,tv,12.0,1939069.0,2016-07-01,2016-09-01,2016.0,7.0
132,8.49,Ansatsu Kyoushitsu 2nd Season,https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season,lerche,['school'],"['action', 'comedy']",shounen,tv,25.0,1349569.0,2016-01-01,2016-07-01,2016.0,1.0
133,8.49,Banana Fish,https://myanimelist.net/anime/36649/Banana_Fish,mappa,"['delinquents', 'organized_crime', 'psychological']","['action', 'adventure', 'drama', 'suspense']",shoujo,tv,24.0,801692.0,2018-07-01,2018-12-01,2018.0,7.0
134,8.48,Aria the Origination,https://myanimelist.net/anime/3297/Aria_the_Origination,hal_film_maker,['iyashikei'],"['fantasy', 'sci_fi', 'slice_of_life']",shounen,tv,13.0,122885.0,2008-01-01,2008-04-01,2008.0,1.0
135,8.48,Jujutsu Kaisen 0 Movie,https://myanimelist.net/anime/48561/Jujutsu_Kaisen_0_Movie,mappa,['school'],"['action', 'fantasy']",shounen,movie,1.0,686017.0,2021-12-01,2021-12-01,2021.0,12.0
136,8.48,Yuru Camp△ Movie,https://myanimelist.net/anime/38475/Yuru_Camp△_Movie,c_station,"['adult_cast', 'cgdct', 'iyashikei']",['slice_of_life'],not_available,movie,1.0,64269.0,2022-07-01,2022-07-01,2022.0,7.0
137,8.48,Rainbow: Nisha Rokubou no Shichinin,https://myanimelist.net/anime/6114/Rainbow__Nisha_Rokubou_no_Shichinin,madhouse,"['delinquents', 'historical']","['drama', 'suspense']",seinen,tv,26.0,378715.0,2010-04-01,2010-09-01,2010.0,4.0
138,8.47,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,https://myanimelist.net/anime/11981/Mahou_Shoujo_Madoka★Magica_Movie_3__Hangyaku_no_Monogatari,shaft,"['mahou_shoujo', 'psychological']","['award_winning', 'drama', 'mystery', 'suspense']",not_available,movie,1.0,359132.0,2013-10-01,2013-10-01,2013.0,10.0
139,8.47,Chihayafuru 3,https://myanimelist.net/anime/37379/Chihayafuru_3,madhouse,"['love_polygon', 'school', 'strategy_game']","['drama', 'sports']",josei,tv,24.0,131218.0,2019-10-01,2020-03-01,2019.0,10.0
140,8.47,Gintama: The Semi-Final,https://myanimelist.net/anime/44087/Gintama__The_Semi-Final,bandai_namco_pictures,"['gag_humor', 'historical', 'parody', 'samurai']","['action', 'comedy']",shounen,special,2.0,68050.0,2021-01-01,2021-01-01,2021.0,1.0
141,8.46,Bungou Stray Dogs 4th Season,https://myanimelist.net/anime/50330/Bungou_Stray_Dogs_4th_Season,bones,"['adult_cast', 'organized_crime', 'super_power']","['action', 'mystery', 'supernatural']",seinen,tv,13.0,215476.0,2023-01-01,2023-03-01,2023.0,1.0
142,8.46,Fruits Basket: Prelude,https://myanimelist.net/anime/49310/Fruits_Basket__Prelude,tms_entertainment,['not_available'],"['drama', 'romance']",shoujo,movie,1.0,88806.0,2022-02-01,2022-02-01,2022.0,2.0
143,8.46,Nichijou,https://myanimelist.net/anime/10165/Nichijou,kyoto_animation,"['gag_humor', 'school']",['comedy'],shounen,tv,26.0,846719.0,2011-04-01,2011-09-01,2011.0,4.0
144,8.46,Yuu☆Yuu☆Hakusho,https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho,pierrot,['mythology'],"['action', 'fantasy']",shounen,tv,112.0,649438.0,1992-10-01,1995-01-01,1992.0,10.0
145,8.45,Zoku Owarimonogatari,https://myanimelist.net/anime/36999/Zoku_Owarimonogatari,shaft,['vampire'],"['comedy', 'mystery', 'supernatural']",not_available,movie,6.0,213043.0,2018-11-01,2018-11-01,2018.0,11.0
146,8.45,Golden Kamuy 3rd Season,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,geno_studio,"['adult_cast', 'historical', 'military']","['action', 'adventure']",seinen,tv,12.0,151221.0,2020-10-01,2020-12-01,2020.0,10.0
147,8.45,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,https://myanimelist.net/anime/38040/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Movie__Kurenai_Densetsu,j_c_staff,"['isekai', 'parody', 'reincarnation']","['adventure', 'comedy', 'fantasy']",not_available,movie,1.0,716959.0,2019-08-01,2019-08-01,2019.0,8.0
148,8.45,Owarimonogatari,https://myanimelist.net/anime/31181/Owarimonogatari,shaft,['vampire'],"['comedy', 'mystery', 'supernatural']",not_available,tv,12.0,459156.0,2015-10-01,2015-12-01,2015.0,10.0
149,8.45,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2,white_fox,"['isekai', 'psychological', 'time_travel']","['drama', 'fantasy', 'suspense']",not_available,tv,12.0,806989.0,2021-01-01,2021-03-01,2021.0,1.0
150,8.45,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu,white_fox,['not_available'],"['drama', 'sci_fi']",not_available,movie,1.0,568086.0,2013-04-01,2013-04-01,2013.0,4.0
151,8.44,Mo Dao Zu Shi,https://myanimelist.net/anime/37208/Mo_Dao_Zu_Shi,b_cmay_pictures,"['historical', 'mythology', 'reincarnation']","['action', 'adventure', 'drama', 'fantasy', 'mystery']",not_available,ona,15.0,215213.0,2018-07-01,2018-10-01,2018.0,7.0
152,8.44,Suzume no Tojimari,https://myanimelist.net/anime/50594/Suzume_no_Tojimari,comix_wave_films,['mythology'],"['adventure', 'fantasy']",not_available,movie,1.0,203053.0,2022-11-01,2022-11-01,2022.0,11.0
153,8.44,Gintama: Yorinuki Gintama-san on Theater 2D,https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D,sunrise,"['gag_humor', 'historical', 'parody', 'samurai']","['action', 'comedy', 'sci_fi']",shounen,movie,2.0,42251.0,2012-08-01,2012-08-01,2012.0,8.0
154,8.44,Haikyuu!!,https://myanimelist.net/anime/20583/Haikyuu,production_i_g,"['school', 'team_sports']",['sports'],shounen,tv,25.0,1855207.0,2014-04-01,2014-09-01,2014.0,4.0
155,8.44,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season,david_production,['not_available'],"['action', 'adventure', 'supernatural']",shounen,tv,24.0,1038795.0,2015-01-01,2015-06-01,2015.0,1.0
156,8.44,Karakai Jouzu no Takagi-san 3,https://myanimelist.net/anime/49721/Karakai_Jouzu_no_Takagi-san_3,shin_ei_animation,"['iyashikei', 'romantic_subtext', 'school']",['comedy'],shounen,tv,12.0,168131.0,2022-01-01,2022-03-01,2022.0,1.0
157,8.43,Grand Blue,https://myanimelist.net/anime/37105/Grand_Blue,zero_g,['adult_cast'],['comedy'],seinen,tv,12.0,722712.0,2018-07-01,2018-09-01,2018.0,7.0
158,8.43,Kono Oto Tomare! Part 2,https://myanimelist.net/anime/38889/Kono_Oto_Tomare_Part_2,platinum_vision,"['music', 'performing_arts', 'school']","['drama', 'romance']",shounen,tv,13.0,161658.0,2019-10-01,2019-12-01,2019.0,10.0
159,8.43,Mononoke,https://myanimelist.net/anime/2246/Mononoke,toei_animation,"['adult_cast', 'historical', 'mythology', 'psychological']","['fantasy', 'horror', 'mystery', 'supernatural']",not_available,tv,12.0,306003.0,2007-07-01,2007-09-01,2007.0,7.0
160,8.43,Mushishi Zoku Shou: Odoro no Michi,https://myanimelist.net/anime/24687/Mushishi_Zoku_Shou__Odoro_no_Michi,artland,"['adult_cast', 'historical', 'iyashikei']","['adventure', 'mystery', 'slice_of_life', 'supernatural']",seinen,special,1.0,96206.0,2014-08-01,2014-08-01,2014.0,8.0
161,8.43,Saenai Heroine no Sodatekata Fine,https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine,cloverworks,"['harem', 'otaku_culture', 'school']","['comedy', 'romance']",not_available,movie,1.0,170819.0,2019-10-01,2019-10-01,2019.0,10.0
162,8.42,Koukaku Kidoutai: Stand Alone Complex,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex,production_i_g,"['adult_cast', 'detective', 'mecha', 'military']","['action', 'award_winning', 'sci_fi']",seinen,tv,26.0,382978.0,2002-10-01,2003-10-01,2002.0,10.0
163,8.42,Mo Dao Zu Shi: Xian Yun Pian,https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi__Xian_Yun_Pian,b_cmay_pictures,"['historical', 'mythology', 'reincarnation']","['action', 'adventure', 'drama', 'fantasy', 'mystery']",not_available,ona,8.0,96946.0,2019-08-01,2019-09-01,2019.0,8.0
164,8.42,Saiki Kusuo no Ψ-nan,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan,j_c_staff,"['gag_humor', 'school', 'super_power']","['comedy', 'supernatural']",shounen,tv,120.0,1025662.0,2016-07-01,2016-12-01,2016.0,7.0
165,8.42,Saiki Kusuo no Ψ-nan 2,https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2,j_c_staff,"['gag_humor', 'school', 'super_power']","['comedy', 'supernatural']",shounen,tv,24.0,598546.0,2018-01-01,2018-06-01,2018.0,1.0
166,8.42,Tian Guan Ci Fu Special,https://myanimelist.net/anime/44070/Tian_Guan_Ci_Fu_Special,haoliners_animation_league,['historical'],"['drama', 'supernatural']",not_available,ona,1.0,38568.0,2021-02-01,2021-02-01,2021.0,2.0
167,8.42,Vivy: Fluorite Eye's Song,https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song,wit_studio,"['music', 'time_travel']","['action', 'sci_fi', 'suspense']",not_available,tv,13.0,489792.0,2021-04-01,2021-06-01,2021.0,4.0
168,8.41,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,kyoto_animation,['not_available'],"['drama', 'fantasy']",not_available,movie,1.0,385655.0,2019-09-01,2019-09-01,2019.0,9.0
169,8.41,Natsume Yuujinchou Movie: Utsusemi ni Musubu,https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu,shuka,"['iyashikei', 'mythology']","['drama', 'slice_of_life', 'supernatural']",shoujo,movie,1.0,66922.0,2018-09-01,2018-09-01,2018.0,9.0
170,8.41,Shingeki no Kyojin: Kuinaki Sentaku,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku,wit_studio,['not_available'],['action'],not_available,ova,2.0,484968.0,2014-12-01,2015-04-01,2014.0,12.0
171,8.41,Hunter x Hunter,https://myanimelist.net/anime/136/Hunter_x_Hunter,nippon_animation,['not_available'],"['action', 'adventure', 'fantasy']",shounen,tv,62.0,560835.0,1999-10-01,2001-03-01,1999.0,10.0
172,8.41,Josee to Tora to Sakana-tachi,https://myanimelist.net/anime/40787/Josee_to_Tora_to_Sakana-tachi,bones,['visual_arts'],"['drama', 'romance']",not_available,movie,1.0,374302.0,2020-12-01,2020-12-01,2020.0,12.0
173,8.41,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen,a_1_pictures,"['psychological', 'romantic_subtext', 'school']",['comedy'],seinen,tv,12.0,1615255.0,2019-01-01,2019-03-01,2019.0,1.0
174,8.4,Gintama°: Aizome Kaori-hen,https://myanimelist.net/anime/32366/Gintama°__Aizome_Kaori-hen,bandai_namco_pictures,"['gag_humor', 'parody']",['comedy'],shounen,ova,2.0,81005.0,2016-08-01,2016-11-01,2016.0,8.0
175,8.4,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),https://myanimelist.net/anime/5205/Kara_no_Kyoukai_Movie_7__Satsujin_Kousatsu_Go,ufotable,['not_available'],"['action', 'mystery', 'romance', 'supernatural', 'suspense']",not_available,movie,1.0,199479.0,2009-08-01,2009-08-01,2009.0,8.0
176,8.4,Wu Liuqi: Xuanwu Guo Pian,https://myanimelist.net/anime/45556/Wu_Liuqi__Xuanwu_Guo_Pian,sharefun_studio,"['martial_arts', 'super_power']","['action', 'adventure', 'comedy', 'drama', 'mystery']",not_available,ona,10.0,51879.0,2021-01-01,2021-05-01,2021.0,1.0
177,8.4,Major S5,https://myanimelist.net/anime/5028/Major_S5,synergysp,['team_sports'],['sports'],shounen,tv,25.0,68598.0,2009-01-01,2009-06-01,2009.0,1.0
178,8.4,Natsume Yuujinchou Roku Specials,https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials,shuka,"['iyashikei', 'mythology']","['drama', 'slice_of_life', 'supernatural']",shoujo,special,2.0,43881.0,2017-09-01,2017-10-01,2017.0,9.0
179,8.4,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,p_a__works,['not_available'],"['drama', 'fantasy']",not_available,movie,1.0,398708.0,2018-02-01,2018-02-01,2018.0,2.0
180,8.39,Kimetsu no Yaiba: Mugen Ressha-hen,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,ufotable,['historical'],"['action', 'fantasy']",shounen,tv,7.0,609005.0,2021-10-01,2021-11-01,2021.0,10.0
181,8.39,Chihayafuru 2,https://myanimelist.net/anime/14397/Chihayafuru_2,madhouse,"['love_polygon', 'school', 'strategy_game']","['drama', 'sports']",josei,tv,25.0,225996.0,2013-01-01,2013-06-01,2013.0,1.0
182,8.39,Cross Game,https://myanimelist.net/anime/5941/Cross_Game,synergysp,"['school', 'team_sports']","['drama', 'romance', 'sports']",shounen,tv,50.0,120378.0,2009-04-01,2010-03-01,2009.0,4.0
183,8.39,Houseki no Kuni,https://myanimelist.net/anime/35557/Houseki_no_Kuni,orange,['anthropomorphic'],"['action', 'drama', 'fantasy', 'mystery']",seinen,tv,12.0,430097.0,2017-10-01,2017-12-01,2017.0,10.0
184,8.39,Jigokuraku,https://myanimelist.net/anime/46569/Jigokuraku,mappa,"['gore', 'historical']","['action', 'adventure', 'fantasy']",shounen,tv,13.0,350336.0,,,,
185,8.39,Kamisama Hajimemashita: Kako-hen,https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen,tms_entertainment,"['mythology', 'time_travel']","['comedy', 'fantasy', 'romance']",shoujo,ova,4.0,157927.0,2015-08-01,2016-08-01,2015.0,8.0
186,8.39,Kaze ga Tsuyoku Fuiteiru,https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru,production_i_g,['adult_cast'],"['drama', 'sports']",not_available,tv,23.0,283182.0,2018-10-01,2019-03-01,2018.0,10.0
187,8.39,Tensei shitara Slime Datta Ken 2nd Season,https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season,8bit,"['isekai', 'reincarnation']","['action', 'adventure', 'comedy', 'fantasy']",not_available,tv,12.0,862499.0,2021-01-01,2021-03-01,2021.0,1.0
188,8.38,Tian Guan Ci Fu,https://myanimelist.net/anime/40730/Tian_Guan_Ci_Fu,haoliners_animation_league,['historical'],"['action', 'adventure', 'drama', 'supernatural']",not_available,ona,11.0,117438.0,2020-10-01,2021-01-01,2020.0,10.0
189,8.38,Mushoku Tensei: Isekai Ittara Honki Dasu,https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,studio_bind,"['isekai', 'reincarnation']","['drama', 'fantasy', 'ecchi']",not_available,tv,11.0,1137557.0,2021-01-01,2021-03-01,2021.0,1.0
190,8.38,Non Non Biyori Nonstop,https://myanimelist.net/anime/39808/Non_Non_Biyori_Nonstop,silver_link_,"['cgdct', 'iyashikei']",['slice_of_life'],seinen,tv,12.0,114880.0,2021-01-01,2021-03-01,2021.0,1.0
191,8.38,3-gatsu no Lion,https://myanimelist.net/anime/31646/3-gatsu_no_Lion,shaft,"['childcare', 'iyashikei', 'strategy_game']","['drama', 'slice_of_life']",seinen,tv,22.0,648762.0,2016-10-01,2017-03-01,2016.0,10.0
192,8.38,Barakamon,https://myanimelist.net/anime/22789/Barakamon,kinema_citrus,"['childcare', 'iyashikei', 'visual_arts']",['slice_of_life'],not_available,tv,12.0,634285.0,2014-07-01,2014-09-01,2014.0,7.0
193,8.38,Cowboy Bebop: Tengoku no Tobira,https://myanimelist.net/anime/5/Cowboy_Bebop__Tengoku_no_Tobira,bones,"['adult_cast', 'space']","['action', 'sci_fi']",not_available,movie,1.0,358352.0,2001-09-01,2001-09-01,2001.0,9.0
194,8.37,Baccano!,https://myanimelist.net/anime/2251/Baccano,brain_base,"['historical', 'organized_crime']","['action', 'comedy', 'mystery', 'supernatural']",not_available,tv,13.0,873867.0,2007-07-01,2007-11-01,2007.0,7.0
